molindx,MolarMass,SolvationEnergy,DipoleMoment,MolecularVolume,MolecularSurfaceArea,QXX,QYY,QZZ,HOMO,LUMO,gap,Temperature,logS
3829,179.22,50.04064,5.345350808,133.551,233.342,39.6550664,-23.65662591,-15.99844049,-6.038255919,-0.850386727,5.187869193,298.15,6.08677
3830,314.47,38.9112,1.59335929,211.949,385.519,23.19296787,-9.389202797,-13.80376507,-6.037782441,0.193373379,6.23115582,296.15,1.02962
3831,127.57,30.29216,2.789399141,102.485,167.199,13.43696958,-0.378104801,-13.05886478,-6.037412366,-0.169965398,5.867446968,298.15,9.007
3832,187.21,75.14464,7.509470327,125.703,215.8,-23.00579862,23.38702889,-0.381230264,-6.0371593,-0.917881067,5.119278233,293.15,8.41183
3833,262.4344,28.57672,2.030404767,197.574,359.509,14.91910502,-3.099196722,-11.8199083,-6.036628678,0.005366904,6.041995588,293.15,-2.99573
3834,163.18,58.95256,8.044923339,115.478,199.514,27.47584531,-19.67797813,-7.797867177,-6.036440919,-1.206141768,4.830299151,298.15,7.88231
3835,178.188,46.56792,2.917945658,210.294,335.222,-18.24957648,18.9429743,-0.693397817,-6.035983767,-2.659390803,3.376592965,298.15,7.58325
3836,170.21,42.6768,2.037787284,140.196,233.811,23.16595584,-4.798570039,-18.3673858,-6.035613692,-0.660824495,5.374789197,298.15,4.02892
3837,124.14,29.16248,3.679323694,98.565,168.141,12.56079675,-2.357342738,-10.20345401,-6.034459929,0.188187566,6.222647495,288.15,9.83628
3838,162.02,36.61,6.301761535,116.489,186.143,14.55003992,-15.77366665,1.223626728,-6.034451766,-0.415447056,5.619004709,293.15,6.36303
3839,478.89,74.18232,2.719811041,236.86,413.222,44.35449943,-28.69610703,-15.65839239,-6.034440881,-2.228137188,3.806303693,298.15,6.44572
3840,427.5172,78.32448,9.956311144,253.097,436.511,33.94430232,-21.52602095,-12.41828138,-6.034356526,-0.760117261,5.274239265,298.15,3.98567
3841,214.2634,55.8564,1.828159026,144.436,251.816,17.4206993,-7.858421749,-9.562277554,-6.034296661,-0.040757126,5.993539535,293.15,8.25583
3842,165.19,50.24984,5.429900939,131.082,225.517,36.06591456,-13.38598953,-22.67992503,-6.03424768,-0.861902863,5.172344817,303.15,7.17778
3843,154.13,63.42944,8.461354195,109.364,187.345,-17.15164152,-2.256665434,19.40830696,-6.033831346,-2.21072543,3.823105916,296.15,6.82979
3844,235.3254,47.44656,5.474302225,167.677,300.517,39.09722258,-25.59978603,-13.49743656,-6.032908879,-0.87273545,5.16017343,298.15,1.77683
3845,182.225,43.68096,4.274837976,143.671,239.139,24.82153349,-12.70154166,-12.11999184,-6.031953759,-1.099508999,4.932444761,293.15,3.37759
3846,212.251,54.22464,6.05851712,160.34,270.262,30.84251754,-20.36951345,-10.47300409,-6.030767342,-0.911438224,5.119329118,293.15,1.95019
3847,178.2736,27.196,1.997867066,136.047,242.585,14.47555949,-2.836915415,-11.63864408,-6.029599973,0.166250089,6.195850062,293.15,4.78749
3848,152.112,125.22712,11.18807895,105.157,177.152,-38.08440795,32.70851819,5.375889757,-6.029352349,-0.587617666,5.441734684,293.15,5.11799
3849,224.256,30.58504,0.484907642,148.701,261.848,18.82814793,-14.32788921,-4.500258726,-6.029053024,-0.089547847,5.939505177,293.15,8.57546
3850,302.284,72.21584,5.494126023,180.733,311.225,12.22120299,23.57937869,-35.80058167,-6.028960505,-1.470697801,4.558262704,298.19,9.51803
3851,190.2072,69.62176,4.961648728,148.444,252.318,31.04654597,-22.83906381,-8.207482168,-6.028440767,-0.369307679,5.659133089,293.15,10.81978
3852,127.57,34.518,4.361308757,101.016,165.742,13.61721902,0.787918444,-14.40513747,-6.027929193,-0.172711926,5.855217267,293.15,8.59415
3853,281.3258,64.51728,3.961216166,185.629,314.534,-25.57756761,9.352167306,16.2254003,-6.027817626,-1.327994689,4.699822938,293.15,3.58352
3854,271.36,64.93568,1.83215015,187.689,330.519,26.06470894,-19.62058702,-6.444121915,-6.027137341,-0.27225686,5.754880481,293.15,9.92818
3855,408.2715,37.27944,4.921668267,225.135,358.963,-18.62972056,3.984137139,14.64558342,-6.026663863,-1.184987081,4.841676782,293.15,-5.00565
3856,279.2976,51.4632,6.134531618,197.36,327.39,30.16985385,-8.943642961,-21.22621089,-6.025997184,-1.747681553,4.27831563,298.15,2.30251
3857,193.245,48.82728,5.484187796,145.61,256.716,42.48459528,-25.25603404,-17.22856125,-6.02553459,-0.863339353,5.162195237,293.15,5.3929
3858,306.3604,80.45832,3.791159822,199.521,343.796,-13.89985767,1.211264829,12.68859284,-6.024797161,-0.36298647,5.661810691,293.15,3.22287
3859,320.347,83.34528,3.061390593,225.352,377.277,80.83560178,-57.76047698,-23.07512479,-6.023325024,-1.786055342,4.237269682,293.15,0.58779
3860,151.17,50.96112,5.570113631,122.045,208.132,32.14467301,-11.94644203,-20.19823098,-6.023088285,-0.852022404,5.171065881,310.15,8.24801
3861,137.14,53.93176,4.945777076,105.123,180.187,15.7955568,0.478693705,-16.27425051,-6.023050189,-1.195821844,4.827228345,288.15,8.68271
3862,125.13,102.63352,12.58835283,97.013,167.937,-18.78424144,20.67049947,-1.886258031,-6.022889642,-0.626986575,5.395903067,298.15,10.44871
3863,156.14,54.35016,5.55075516,112.515,194.253,11.07659274,-9.514480198,-1.562112546,-6.022802565,-0.900368082,5.122434483,298.15,9.72316
3864,303.32,85.43728,14.54550918,190.701,329.934,-53.96116562,20.24952205,33.71164357,-6.022731816,-1.872308405,4.150423411,298.15,5.77455
3865,193.25,47.2792,5.44006244,142.886,252.397,41.97484584,-26.03863404,-15.9362118,-6.022690999,-0.854405034,5.168285964,298.15,5.81413
3866,157.19,39.70616,2.838463497,118.976,195.779,22.82710338,-6.56179837,-16.26530501,-6.022065136,-1.090152087,4.93191305,291.15,7.6009
3867,255.309,100.2068,11.96609184,161.809,270.016,50.6614952,-12.91163091,-37.74986429,-6.021822955,-1.133502296,4.888320659,301.15,5.99148
3868,320.4,76.358,10.07194107,225.028,373.618,50.43831305,-46.11621608,-4.322096964,-6.021384851,-1.05846169,4.962923161,293.15,2.5177
3869,109.13,37.99072,1.599930876,87.448,150.872,-14.7005388,8.45066714,6.249871663,-6.019920878,0.016743392,6.036664257,298.15,10.59663
3870,242.2306,36.8192,0.548221143,157.832,263.717,32.72502846,-5.088560923,-27.63646754,-6.019893667,-2.161271704,3.858621963,293.15,-0.28768
3871,424.4926,84.01472,7.253200366,276.806,480.023,40.09589593,-14.80565298,-25.29024295,-6.019618832,-1.416655417,4.602963415,293.15,-0.85567
3872,284.3572,52.42552,8.35179249,205.123,353.775,34.41062937,-14.99938573,-19.41124364,-6.018748067,-1.732930253,4.285817813,293.15,1.47476
3873,216.2818,31.42184,0.974602096,168.448,278.4,9.494545919,13.9141259,-23.40867182,-6.018617452,-1.36292297,4.655694482,298.15,-5.52146
3874,160.17,44.51776,3.79297372,125.497,210.052,22.42172023,-5.70131441,-16.72040582,-6.017692264,-0.856624396,5.161067868,293.15,5.68017
3875,168.15,51.33768,4.392520362,121.735,209.316,18.84128345,-10.35646292,-8.48482053,-6.017020143,-1.311759279,4.705260864,281.15,6.59304
3876,228.294,34.518,0.000642503,175.622,287.178,15.88724254,12.75860582,-28.64584836,-6.016862317,-1.421228837,4.59563348,298.15,-6.21461
3877,161.13,34.35064,4.878635253,108.549,185.743,14.27856955,1.409298586,-15.68786813,-6.015746649,-0.404110243,5.611636407,298.15,8.6052
3878,144.17,37.15392,1.542990922,112.672,189.431,17.95423423,-2.713013621,-15.24122061,-6.015648688,-1.001579524,5.014069164,298.15,6.62672
3879,354.32,113.67928,4.835330149,204.707,363.001,85.52840458,-47.43894759,-38.08945699,-6.01524596,-1.647924289,4.367321671,298.15,10.59663
3880,168.15,51.4632,9.149826832,120.953,206.931,19.1164309,-16.76403176,-2.352399139,-6.015001057,-2.239990202,3.775010855,296.15,4.74493
3881,249.3522,47.53024,5.491221561,171.009,308.666,37.70883018,-10.11007082,-27.59875936,-6.014372474,-0.868362033,5.14601044,298.15,-0.00734
3882,346.34,77.27848,8.251620724,213.764,368.161,-35.01112588,28.23550844,6.77561744,-6.013196941,-2.271409029,3.741787912,298.15,1.75786
3883,228.2902,54.1828,1.726290135,153.656,268.596,-23.463784,8.668009999,14.795774,-6.013001019,-0.144960135,5.868040884,298.15,5.84508
3884,253.09,21.58944,0.000745895,170.801,270.178,-21.51581068,24.85076066,-3.334949986,-6.012913943,-0.797703824,5.215210119,298.15,-5.586
3885,126.11,44.7688,4.175860103,91.45,156.61,8.336138413,3.227152633,-11.56329105,-6.01216835,0.484570271,6.496738621,298.15,13.13627
3886,238.2456,48.61808,6.957951008,166.469,286.389,7.922987623,-7.783399094,-0.139588529,-6.011852698,-0.520731228,5.49112147,292.15,8.00638
3887,192.2572,45.27088,1.502829918,128.643,231.662,13.45370017,0.07248299,-13.52618316,-6.011537046,0.143839705,6.155376751,298.15,6.23444
3888,273.7183,62.59264,3.153398017,188.901,313.991,-33.24136906,32.47589838,0.765470675,-6.01116425,-1.081221849,4.9299424,298.15,1.6977
3889,249.3522,49.07832,5.588015635,179.164,321.284,44.76412825,-15.00166305,-29.7624652,-6.010962885,-0.867514942,5.143447943,298.15,0.78846
3890,377.9131,61.79768,4.717064321,240.597,419.605,29.0260685,-4.426802936,-24.59926556,-6.010883972,-0.76530974,5.245574232,298.15,0.7748
3891,200.28,26.48472,1.76790621,154.685,267.441,14.60858558,0.098735984,-14.70732156,-6.010443147,-0.982789236,5.027653912,298.15,0.20701
3892,278.3526,40.66848,0.155327765,216.094,350.706,20.54437108,-35.7527806,15.20840952,-6.009588709,-1.434635893,4.574952816,293.15,-5.44585
3893,172.6109,31.75656,2.516226793,129.816,214.07,29.01214567,-16.66896488,-12.34318079,-6.009117952,-0.396846704,5.612271248,293.15,5.90536
3894,236.29,98.24032,11.10408804,177.962,294.305,-65.1668661,52.76891729,12.39794881,-6.008481206,-1.586363394,4.422117811,293.15,4.47734
3895,158.1746,65.35408,0.698013399,107.459,180.624,23.20522628,-1.976916314,-21.22830996,-6.00811113,0.00996876,6.018079899,293.15,7.40853
3896,246.3512,29.12064,1.600502968,180.828,308.337,12.98401049,9.464779474,-22.44878997,-6.007912487,-1.120867226,4.887045261,300.15,-3.12356
3897,337.415,79.87256,7.190624893,223.978,398.522,35.70337191,-30.20493203,-5.498439887,-6.006002247,-0.037344517,5.96865773,303.15,8.58442
3898,199.64,49.95696,4.065624377,133.676,226.671,15.20024275,2.400462472,-17.60070523,-6.005373664,-0.258043312,5.747330352,303.15,6.84588
3899,214.2634,55.77272,1.455199066,154.691,267.036,-16.51090169,3.143662974,13.36723871,-6.005041685,0.018952305,6.023993997,291.15,6.01607
3900,253.0842,21.08736,2.513376523,176.084,277.237,-11.71048369,-4.344376458,16.05486015,-6.004698821,-0.79418675,5.210512071,298.15,-4.09247
3901,212.2506,68.32472,6.165402453,156.494,262.886,7.177054522,-20.13042642,12.9533719,-6.003901527,-0.371506088,5.632395439,293.15,0.93609
3902,255.2756,94.85128,8.888786021,181.545,306.758,-37.26889044,1.727058536,35.54183191,-6.003757306,-1.226601747,4.777155559,285.15,5.88612
3903,253.0842,20.41792,4.33475834,174.923,275.65,4.063738336,-10.86461825,6.800879918,-6.003675672,-0.810015894,5.193659779,298.15,-4.20644
3904,251.2842,56.60952,3.75303268,164.93,279.084,-17.92081803,16.90786198,1.012956054,-6.001376309,-1.139778605,4.861597704,302.15,4.31749
3905,199.25,44.39224,4.834347354,145.261,248.249,-30.0008721,20.88691145,9.113960648,-6.001327328,-0.918668565,5.082658764,293.15,3.85862
3906,173.22,37.11208,4.060806535,119.084,205.709,-21.50536177,22.65138102,-1.146019253,-6.000859292,-0.299888404,5.700970888,293.15,8.29405
3907,363.364,81.21144,16.87857783,219.505,380.422,-56.40270472,37.72555473,18.67714999,-6.000630717,-1.557809112,4.442821605,298.15,-0.69315
3908,192.17,44.5596,2.217718829,134.758,226.625,15.18499345,0.171723946,-15.35671739,-5.99939804,-1.78183948,4.217558561,298.15,3.29584
3909,184.2,45.52192,4.84815291,144.321,236.778,19.35804747,1.284236418,-20.64228389,-5.999142253,-1.164301519,4.834840734,298.15,4.26268
3910,120.1506,35.85688,1.968313058,103.811,174.95,17.15780741,-4.561400737,-12.59640667,-5.997879644,-0.666637939,5.331241705,293.15,8.83054
3911,211.22,72.5924,1.807701452,135.517,242.465,33.12147197,-10.995789,-22.12568297,-5.997474194,0.007328982,6.004803174,298.15,9.21034
3912,290.273,94.18184,1.660325148,168.787,296.636,39.79004939,-38.15034306,-1.639706331,-5.996687785,0.003691771,6.000379547,298.74,7.72312
3913,246.2374,101.00176,5.985190354,153.752,265.011,-50.78898496,47.37945192,3.409533039,-5.99557756,-0.804372794,5.191204766,303.15,7.6009
3914,440.4574,103.554,7.922285574,276.373,465.013,66.2111934,-0.141574682,-66.06961872,-5.994562574,-2.319658923,3.674903652,296.15,-5.80914
3915,189.19,92.34088,8.873893642,122.781,210.434,-27.43888807,19.74602923,7.692858841,-5.993890453,-0.696556601,5.297333852,287.15,9.21034
3916,344.36,144.348,7.637150363,175.559,307.69,82.53427587,-30.25063647,-52.2836394,-5.993487724,-1.196788393,4.796699331,298.15,6.70808
3917,197.19,72.5924,2.661780097,125.82,224.056,28.69802233,-13.30933128,-15.38869105,-5.993403369,0.046921379,6.040324748,293.15,8.51719
3918,197.1902,72.5924,2.662492524,125.87,224.134,28.6995465,-13.29766387,-15.40188263,-5.993267312,0.047152159,6.040419471,293.15,8.517
3919,430.4966,77.52952,5.006662461,251.756,446.085,26.42707525,-18.34045694,-8.086618306,-5.992853698,-0.850491763,5.142361936,293.15,4.79579
3920,187.21,79.0776,11.80457935,128.637,219.805,16.8021584,-15.10331057,-1.698847824,-5.992796555,-0.601407587,5.391388968,286.15,12.55673
3921,194.28,44.978,1.554127282,142.928,257.862,-14.38969209,0.501792813,13.88789927,-5.992489066,0.229551071,6.222040137,291.15,6.21461
3922,296.15,47.15368,0.536859999,176.566,290.726,33.73836348,-11.67468727,-22.06367621,-5.992301307,-0.628543339,5.363757968,298.15,0.86289
3923,218.64,23.97432,2.361357364,149.457,241.018,22.82331617,-5.676048366,-17.1472678,-5.991514898,-0.639100002,5.352414896,298.15,-0.87467
3924,196.21,51.33768,9.293053409,143.082,248.883,-25.8364234,24.15063449,1.685788917,-5.991460475,-2.221342502,3.770117973,293.15,4.91265
3925,153.14,56.02376,5.607311337,108.242,185.161,31.05311339,-13.22770654,-17.82540684,-5.991060467,-0.897798782,5.093261686,296.15,7.43248
3926,149.19,51.21216,7.281093409,123.677,212.998,24.46293982,-8.058655156,-16.40428466,-5.990508076,-1.099467909,4.891040166,310.15,5.86363
3927,461.56,69.41256,1.972232153,284.665,493.382,58.78379807,-49.87699801,-8.906800066,-5.990420999,-0.309374842,5.681046157,298.15,2.30259
3928,164.2468,31.7984,2.036980098,135.357,238.964,12.70321384,-1.008908675,-11.69430517,-5.989016891,0.157207687,6.146224578,293.15,5.54126
3929,182.18,51.00296,9.360258761,132.786,228.941,-20.18726743,21.2161447,-1.028877272,-5.988856344,-2.222301159,3.766555184,296.15,4.7185
3930,293.3214,62.21608,5.195774002,208.697,347.595,43.00870644,-18.97702596,-24.03168048,-5.98860872,-1.738121372,4.250487348,293.15,0.47
3931,136.2,31.33816,1.98481555,113.857,198.625,13.66031674,-3.567392431,-10.0929243,-5.988554297,0.208280001,6.196834299,298.15,7.09008
3932,237.26,37.656,3.675739693,165.814,275.394,41.79789753,-21.08489717,-20.71300036,-5.988355654,-2.802899372,3.185456282,298.15,-2.12863
3933,199.1226,63.93152,8.535585141,118.469,201.56,-33.20006747,28.96503022,4.235037254,-5.987710744,-2.887336347,3.100374397,295.15,6.70932
3934,238.29,48.65992,4.037698517,175.573,306.26,-27.12230852,21.24376808,5.878540438,-5.985835878,-0.640491865,5.345344013,298.15,7.90101
3935,272.255,83.0524,4.825928873,161.562,288.52,21.54224884,-17.94847051,-3.593778326,-5.985256276,-0.149044811,5.836211465,298.15,10.7772
3936,160.18,77.15296,12.17335873,121.901,206.778,-25.02871011,22.36688878,2.661821335,-5.984230406,-1.043555829,4.940674576,293.15,7.72312
3937,444.44,75.60488,2.49760682,232.994,412.932,41.98734424,-13.14148704,-28.84585719,-5.982502482,-1.970549178,4.011953304,298.15,6.44572
3938,206.287,50.66824,6.172216677,156.169,274.282,36.92476122,-18.06718129,-18.85757993,-5.982303839,0.003200632,5.985504468,295.15,4.09508
3939,214.2232,78.40816,12.46585983,153.835,257.861,-44.95746322,36.11869319,8.83877003,-5.981528314,-2.548166382,3.433361932,293.15,5.29817
3940,135.17,52.9276,7.62210907,112.888,192.755,21.97204862,-7.887795181,-14.08425344,-5.979599026,-1.123177746,4.856421279,310.15,8.11672
3941,138.1658,32.80256,0.490162674,113.647,193.692,19.92665584,-14.03712198,-5.889533854,-5.979269768,0.239938261,6.219208029,298.15,8.81982
3942,344.4498,71.79744,1.598393902,234.371,417.631,27.11990882,0.631885881,-27.7517947,-5.97889425,-0.143708274,5.835185976,293.15,4.69135
3943,164.16,43.932,3.810480596,113.038,193.286,25.78035017,-22.79564587,-2.984704293,-5.97886976,-0.458076163,5.520793597,298.15,7.49554
3944,263.4222,30.79424,2.768864295,185.762,337.673,16.87997012,-11.90186866,-4.978101467,-5.978597646,0.126734674,6.10533232,293.15,6.23832
3945,454.4842,102.46616,8.047127845,281.976,476.926,80.72714702,-5.803050152,-74.92409687,-5.978350022,-2.318493731,3.659856292,297.15,-4.43122
3946,180.25,45.43824,1.495849077,133.658,240.802,-13.08646309,-0.256765548,13.34322864,-5.978233013,0.238472301,6.216705315,298.15,7.6009
3947,399.3962,84.3076,14.86273262,238.884,409.286,-73.54668508,50.03944153,23.50724354,-5.978159542,-1.574450788,4.403708755,293.15,7.19293
3948,145.5636,30.62688,4.267373232,107.172,175.423,12.73509604,-0.341131868,-12.39396417,-5.97796362,-0.190128038,5.787835582,301.15,-5.46084
3949,210.2724,34.47616,2.026897929,148.993,266.134,22.73915352,-18.71027974,-4.028873778,-5.977930967,0.080035748,6.057966715,293.15,7.48997
3950,150.18,40.794,3.246096801,116.446,201.027,16.22681494,-9.901148406,-6.325666534,-5.976031611,0.124852325,6.100883936,299.15,10.12663
3951,166.22,39.58064,3.199979762,121.625,215.911,21.65094436,-8.587538979,-13.06340538,-5.97574317,0.165992316,6.141735486,298.15,7.6009
3952,235.24,71.00248,5.097708977,160.12,276.988,-44.99065269,30.27450518,14.71614751,-5.974630224,-0.473733603,5.500896621,293.15,8.22148
3953,252.32,36.44264,0.67722188,186.911,304.763,17.9450715,14.82661313,-32.77168463,-5.973933612,-2.17704588,3.796887732,298.15,-5.99146
3954,376.14,25.60608,5.439913631,200.002,335.114,11.01129014,-2.685669506,-8.325620637,-5.972983934,-0.496750094,5.476233841,298.15,8.29405
3955,152.1122,110.2484,5.794757965,104.267,175.554,-55.29455652,42.06251094,13.23204558,-5.972967607,-1.247655751,4.725311856,293.15,3.64307
3956,203.21,80.70936,9.619074793,133.238,228.353,-27.48299724,18.89010734,8.592889896,-5.972358072,-0.727707667,5.244650405,295.15,10.15035
3957,223.25,87.06904,10.95684812,142.878,241.517,-27.69369523,26.66160023,1.032095006,-5.972270996,-1.408180698,4.564090297,293.15,5.73657
3958,209.21,68.99416,8.442082908,143.884,248.322,-18.36663331,12.49297543,5.873657882,-5.972227457,-1.01781194,4.954415517,288.15,4.09434
3959,212.2506,48.5344,6.348303203,154.317,260.312,30.77154213,-11.16022864,-19.61131349,-5.972034256,-1.502178398,4.469855859,293.15,4.66354
3960,209.243,36.90288,4.801051745,157.433,261.96,19.71874031,1.409849446,-21.12858975,-5.971076415,-2.054739345,3.91633707,298.15,1.33498
3961,141.5999,33.01176,4.45369513,109.436,181.77,-14.03075224,2.846693574,11.18405867,-5.970238304,-0.062514246,5.907724058,293.15,6.90776
3962,388.38,70.75144,4.656828178,234.13,393.136,52.53347303,-17.5675632,-34.96590983,-5.969558019,-1.852452246,4.117105773,298.15,11.5991
3963,441.4024,219.61816,15.9892011,246.423,428.915,80.91913732,-4.288500604,-76.63063672,-5.969492712,-2.068738522,3.90075419,293.15,0.47
3964,223.27,42.84416,3.003876775,185.792,307.827,25.80575084,2.948019021,-28.75376986,-5.969122637,-1.40722449,4.561898147,293.15,1.13133
3965,180.2488,31.71472,0.002172772,154.514,255.909,11.96085707,10.06141409,-22.02227116,-5.96870086,-1.477611129,4.49108973,298.15,-1.23678
3966,198.181,66.56744,4.202368712,131.179,225.198,-18.7734073,2.96277157,15.81063573,-5.966940282,-0.315284614,5.651655668,293.15,9.4727
3967,422.4546,75.81408,8.734959056,239.741,407.333,75.72587367,-59.97528543,-15.75058824,-5.966162036,-2.823667113,3.142494923,293.15,1.18173
3968,263.2494,67.1532,8.340338057,182.025,309.89,45.23332651,-43.36705838,-1.866268123,-5.965642298,-1.811761135,4.153881164,298.15,7.55494
3969,154.17,42.21656,2.114979295,113.84,198.21,21.05968977,-19.64450866,-1.41518111,-5.964774255,0.130266332,6.095040587,293.15,7.6009
3970,136.153,70.20752,6.887210268,109.222,187.332,31.37118785,-22.98298901,-8.388198834,-5.963269464,-0.592264557,5.371004908,293.15,8.99962
3971,411.89,86.27408,6.177499844,267.649,449.488,-7.874878369,6.89090248,0.983975889,-5.962344277,-0.558860658,5.403483619,298.15,1.43508
3972,168.1116,100.45784,4.65901799,104.487,177.963,-30.46230015,18.52464537,11.93765478,-5.962317065,-0.53068543,5.431631635,293.15,4.09348
3973,300.3588,35.9824,0.000158567,208.557,338.598,18.29627778,19.52908864,-37.82536642,-5.962311623,-1.606705004,4.355606619,298.15,-8.87384
3974,386.5512,57.36264,3.987020377,246.672,429.073,-29.47412221,11.79208649,17.68203572,-5.961729299,-0.401079437,5.560649862,298.15,4.33164
3975,290.273,96.60856,3.946929677,166.453,293.023,-26.87607907,26.29829773,0.577781341,-5.961283032,0.082493754,6.043776786,303.15,8.49699
3976,177.168,87.864,9.991489224,123.517,210.07,26.07631171,-6.747734944,-19.32857677,-5.960545603,-1.351362479,4.609183125,293.15,4.38203
3977,282.3414,49.95696,5.331831959,202.281,345.15,40.09984057,-29.48426288,-10.61557768,-5.959968722,-1.312785693,4.647183028,293.15,3.54674
3978,332.3118,100.66704,13.101259,205.912,345.524,-82.18879792,67.12994169,15.05885623,-5.95979729,-2.443488752,3.516308538,293.15,3.91197
3979,378.41,95.26968,3.909566165,220.36,370.595,-71.27446688,41.09419219,30.18027469,-5.959565993,-2.519605297,3.439960696,298.15,10.16585
3980,248.2836,38.36728,2.119295254,184.3,304.034,34.09297068,-7.393475478,-26.6994952,-5.959468032,-2.598238079,3.361229953,303.15,-3.99269
3981,290.7487,60.8772,8.913536433,197.424,331.481,44.15664786,-25.36806201,-18.78858585,-5.959021765,-0.495477961,5.463543804,293.15,1.30906
3982,125.1328,64.30808,2.822669678,91.804,160.685,-22.46998912,7.979963039,14.49002608,-5.95898639,0.470366464,6.429352854,298.15,10.42228
3983,173.22,44.89432,4.418595029,131.418,224.192,13.91769217,1.044319042,-14.96201121,-5.95841223,-0.377989748,5.580422482,298.15,9.90349
3984,189.2566,36.48448,4.540519886,126.123,223.733,-29.87217006,10.7551297,19.11704036,-5.957715618,-0.307863521,5.649852097,293.15,9.80918
3985,162.1908,47.36288,3.940911816,109.199,189.402,-23.31281867,4.849147365,18.4636713,-5.957606772,-0.036926713,5.920680059,303.15,7.85941
3986,334.3495,86.98536,14.71848946,201.792,352.029,-74.14855115,48.29907012,25.84948103,-5.957585003,-1.562732742,4.39485226,298.15,4.1313
3987,192.214,42.17472,3.144418539,133.153,232.494,25.58694824,-25.24721397,-0.339734273,-5.957568676,-0.641999649,5.315569027,293.15,6.83948
3988,216.28,31.54736,0.828752184,173.034,284.677,9.956485736,13.04703717,-23.0035229,-5.956570018,-1.265230778,4.691339239,298.15,-3.09224
3989,414.42,92.048,9.961796441,232.314,407.311,23.72045109,-22.70279142,-1.01765967,-5.956357769,-0.060637285,5.895720484,296.15,2.56495
3990,308.4194,63.806,2.363037749,212.866,374.605,40.35989091,-25.31870644,-15.04118448,-5.955312851,-0.212829829,5.742483022,293.15,3.43721
3991,255.2756,104.1816,8.143011025,186.226,314.345,79.65559189,-47.71073022,-31.94486167,-5.955304688,-1.286903842,4.668400845,293.15,1.1314
3992,307.3482,62.21608,5.214848077,218.01,365.412,45.93068556,-21.05320105,-24.87748451,-5.955242101,-1.737992118,4.217249983,293.15,0.40547
3993,223.246,71.50456,7.651646492,140.275,236.614,-22.59728257,1.682090169,20.9151924,-5.954812161,-1.336136884,4.618675277,293.15,5.50038
3994,268.3578,71.128,6.276357872,189.546,329.875,-14.70596496,8.562103566,6.143861389,-5.953062468,-0.063141142,5.889921326,293.15,0.1824
3995,369.3427,84.5168,15.74107866,218.919,378.854,-74.85137631,26.12273599,48.72864031,-5.952129117,-1.622667212,4.329461906,298.15,6.53342
3996,154.212,20.45976,1.44491512,138.225,229.345,5.421404219,-13.92190488,8.500500665,-5.952061089,-0.903783929,5.04827716,298.15,1.35325
3997,264.3014,103.9724,12.87923618,163.823,281.876,40.28616643,-30.77308326,-9.513083168,-5.951941359,-0.723631672,5.228309687,310.15,8.33812
3998,196.2054,59.16176,8.11973305,141.107,246.252,31.86478534,-18.39949629,-13.46528905,-5.951051546,-2.222109047,3.728942499,293.15,5.86079
3999,432.5,104.97656,8.711702667,263.566,454.901,88.45511216,-67.29746465,-21.15764751,-5.950390309,-1.498040904,4.452349404,293.15,-1.23787
4000,460.4396,84.47496,3.14414722,244.078,429.222,55.69125329,-37.89351856,-17.79773472,-5.950349492,-2.12262172,3.827727772,298.15,5.78679
4001,276.2914,85.772,0.891306786,202.293,345.292,101.0967378,-67.57229367,-33.52444414,-5.95024881,-0.610345715,5.339903094,293.15,5.79606
4002,333.3093,71.63008,11.4744124,203.202,346.636,24.67537788,-20.16517139,-4.510206483,-5.949993022,-0.66023047,5.289762552,293.15,3.5553
4003,141.5999,35.18744,4.710932397,115.731,191.906,13.96554757,-0.832926739,-13.13262083,-5.948134484,-0.052895016,5.895239468,293.15,7.09008
4004,168.192,42.13288,2.38008269,124.802,218.317,20.48284697,-19.61859647,-0.8642505,-5.945035105,0.105970852,6.051005957,293.15,8.71604
4005,333.3617,86.10672,16.28039439,198.658,348.447,-73.79616355,28.48275845,45.31340509,-5.944346657,-1.513520109,4.430826548,298.15,9.33218
4006,326.44,48.5344,4.401090164,206.309,367.949,-23.11772229,6.714916236,16.40280605,-5.944319445,-1.390465532,4.553853913,298.15,5.66988
4007,236.267,53.01128,2.737100955,163.9,287.52,-22.03718747,19.95568477,2.081502702,-5.943927601,-1.199808586,4.744119015,293.15,8.25946
4008,336.48,54.392,4.505140026,237.988,418.444,-37.80091586,23.6323095,14.16860636,-5.943630997,-0.295563968,5.648067029,298.15,5.29832
4009,179.2182,44.30856,6.274006916,139.989,240.564,17.48494213,-5.19756354,-12.28737859,-5.943007856,-0.302072663,5.640935193,293.15,7.64969
4010,242.3196,34.64352,0.612723997,186.926,307.51,15.8030779,13.27813251,-29.08121041,-5.94230036,-1.406164333,4.536136026,300.15,-2.73227
4011,438.46,108.24008,11.44782055,262.403,439.836,-80.51510702,24.42343509,56.09167193,-5.941532998,-2.817794893,3.123738105,298.15,-0.37106
4012,182.14,93.5124,4.440119966,114.997,196.519,-30.95920475,20.35615465,10.6030501,-5.940784685,-0.512316375,5.42846831,298.15,8.51719
4013,189.21,50.54272,5.252766117,142.456,241.681,-40.57170776,8.857931136,31.71377663,-5.939048597,-0.123436842,5.815611755,293.15,6.72263
